Job,Routing_ID,Operation,Machine,Processing Time
J25-2812,1,2,M04,75
J25-2812,1,3,M09,11
J25-2812,1,4,M03,69
J25-2812,1,5,M01,28
J25-2812,1,6,M06,46
J25-2812,1,7,M05,46
J25-2812,1,8,M07,72
J25-2812,1,9,M08,30
J25-2813,7,0,M02,31
J25-2813,7,1,M00,86
J25-2813,7,2,M01,46
J25-2813,7,3,M05,74
J25-2813,7,4,M04,32
J25-2813,7,5,M06,88
J25-2813,7,6,M08,19
J25-2813,7,7,M09,48
J25-2813,7,8,M07,36
J25-2813,7,9,M03,79
J25-2814,0,0,M00,29
J25-2814,0,1,M01,78
J25-2814,0,2,M02,9
J25-2814,0,3,M03,36
J25-2814,0,4,M04,49
J25-2814,0,5,M05,11
J25-2814,0,6,M06,62
J25-2814,0,7,M07,56
J25-2814,0,8,M08,44
J25-2814,0,9,M09,21
J25-2815,9,0,M01,85
J25-2815,9,1,M00,13
J25-2815,9,2,M02,61
J25-2815,9,3,M06,7
J25-2815,9,4,M08,64
J25-2815,9,5,M09,76
J25-2815,9,6,M05,47
J25-2815,9,7,M03,52
J25-2815,9,8,M04,90
J25-2815,9,9,M07,45
J25-2816,6,0,M01,46
J25-2816,6,1,M00,37
J25-2816,6,2,M03,61
J25-2816,6,3,M02,13
J25-2816,6,4,M06,32
J25-2816,6,5,M05,21
J25-2816,6,6,M09,32
J25-2816,6,7,M08,89
J25-2816,6,8,M07,30
J25-2816,6,9,M04,55
J25-2817,3,0,M01,81
J25-2817,3,1,M02,95
J25-2817,3,2,M00,71
J25-2817,3,3,M04,99
J25-2817,3,4,M06,9
J25-2817,3,5,M08,52
J25-2817,3,6,M07,85
J25-2817,3,7,M03,98
J25-2817,3,8,M09,22
J25-2817,3,9,M05,43
J25-2818,2,0,M01,91
J25-2818,2,1,M00,85
J25-2818,2,2,M03,39
J25-2818,2,3,M02,74
J25-2818,2,4,M08,90
J25-2818,2,5,M05,10
J25-2818,2,6,M07,12
J25-2818,2,7,M06,89
J25-2818,2,8,M09,45
J25-2818,2,9,M04,33
J25-2819,5,0,M02,84
J25-2819,5,1,M01,2
J25-2819,5,2,M05,52
J25-2819,5,3,M03,95
J25-2819,5,4,M08,48
J25-2819,5,5,M09,72
J25-2819,5,6,M00,47
J25-2819,5,7,M06,65
J25-2819,5,8,M04,6
J25-2819,5,9,M07,25
J25-2820,7,0,M02,31
J25-2820,7,1,M00,86
J25-2820,7,2,M01,46
J25-2820,7,3,M05,74
J25-2820,7,4,M04,32
J25-2820,7,5,M06,88
J25-2820,7,6,M08,19
J25-2820,7,7,M09,48
J25-2820,7,8,M07,36
J25-2820,7,9,M03,79
J25-2821,2,0,M01,91
J25-2821,2,1,M00,85
J25-2821,2,2,M03,39
J25-2821,2,3,M02,74
J25-2821,2,4,M08,90
J25-2821,2,5,M05,10
J25-2821,2,6,M07,12
J25-2821,2,7,M06,89
J25-2821,2,8,M09,45
J25-2821,2,9,M04,33
J25-2822,0,0,M00,29
J25-2822,0,1,M01,78
J25-2822,0,2,M02,9
J25-2822,0,3,M03,36
J25-2822,0,4,M04,49
J25-2822,0,5,M05,11
J25-2822,0,6,M06,62
J25-2822,0,7,M07,56
J25-2822,0,8,M08,44
J25-2822,0,9,M09,21
J25-2823,1,0,M00,43
J25-2823,1,1,M02,90
J25-2823,1,2,M04,75
J25-2823,1,3,M09,11
J25-2823,1,4,M03,69
J25-2823,1,5,M01,28
J25-2823,1,6,M06,46
J25-2823,1,7,M05,46
J25-2823,1,8,M07,72
J25-2823,1,9,M08,30
J25-2824,9,0,M01,85
J25-2824,9,1,M00,13
J25-2824,9,2,M02,61
J25-2824,9,3,M06,7
J25-2824,9,4,M08,64
J25-2824,9,5,M09,76
J25-2824,9,6,M05,47
J25-2824,9,7,M03,52
J25-2824,9,8,M04,90
J25-2824,9,9,M07,45
J25-2825,4,0,M02,14
J25-2825,4,1,M00,6
J25-2825,4,2,M01,22
J25-2825,4,3,M05,61
J25-2825,4,4,M03,26
J25-2825,4,5,M04,69
J25-2825,4,6,M08,21
J25-2825,4,7,M07,49
J25-2825,4,8,M09,72
J25-2825,4,9,M06,53
J25-2826,5,0,M02,84
J25-2826,5,1,M01,2
J25-2826,5,2,M05,52
J25-2826,5,3,M03,95
J25-2826,5,4,M08,48
J25-2826,5,5,M09,72
J25-2826,5,6,M00,47
J25-2826,5,7,M06,65
J25-2826,5,8,M04,6
J25-2826,5,9,M07,25
J25-2827,6,0,M01,46
J25-2827,6,1,M00,37
J25-2827,6,2,M03,61
J25-2827,6,3,M02,13
J25-2827,6,4,M06,32
J25-2827,6,5,M05,21
J25-2827,6,6,M09,32
J25-2827,6,7,M08,89
J25-2827,6,8,M07,30
J25-2827,6,9,M04,55
J25-2828,8,0,M00,76
J25-2828,8,1,M01,69
J25-2828,8,2,M03,76
J25-2828,8,3,M05,51
J25-2828,8,4,M02,85
J25-2828,8,5,M09,11
J25-2828,8,6,M06,40
J25-2828,8,7,M07,89
J25-2828,8,8,M04,26
J25-2828,8,9,M08,74
J25-2829,3,0,M01,81
J25-2829,3,1,M02,95
J25-2829,3,2,M00,71
J25-2829,3,3,M04,99
J25-2829,3,4,M06,9
J25-2829,3,5,M08,52
J25-2829,3,6,M07,85
J25-2829,3,7,M03,98
J25-2829,3,8,M09,22
J25-2829,3,9,M05,43
J25-2830,4,0,M02,14
J25-2830,4,1,M00,6
J25-2830,4,2,M01,22
J25-2830,4,3,M05,61
J25-2830,4,4,M03,26
J25-2830,4,5,M04,69
J25-2830,4,6,M08,21
J25-2830,4,7,M07,49
J25-2830,4,8,M09,72
J25-2830,4,9,M06,53
J25-2831,6,0,M01,46
J25-2831,6,1,M00,37
J25-2831,6,2,M03,61
J25-2831,6,3,M02,13
J25-2831,6,4,M06,32
J25-2831,6,5,M05,21
J25-2831,6,6,M09,32
J25-2831,6,7,M08,89
J25-2831,6,8,M07,30
J25-2831,6,9,M04,55
J25-2832,7,0,M02,31
J25-2832,7,1,M00,86
J25-2832,7,2,M01,46
J25-2832,7,3,M05,74
J25-2832,7,4,M04,32
J25-2832,7,5,M06,88
J25-2832,7,6,M08,19
J25-2832,7,7,M09,48
J25-2832,7,8,M07,36
J25-2832,7,9,M03,79
J25-2833,2,0,M01,91
J25-2833,2,1,M00,85
J25-2833,2,2,M03,39
J25-2833,2,3,M02,74
J25-2833,2,4,M08,90
J25-2833,2,5,M05,10
J25-2833,2,6,M07,12
J25-2833,2,7,M06,89
J25-2833,2,8,M09,45
J25-2833,2,9,M04,33
J25-2834,0,0,M00,29
J25-2834,0,1,M01,78
J25-2834,0,2,M02,9
J25-2834,0,3,M03,36
J25-2834,0,4,M04,49
J25-2834,0,5,M05,11
J25-2834,0,6,M06,62
J25-2834,0,7,M07,56
J25-2834,0,8,M08,44
J25-2834,0,9,M09,21
J25-2835,3,0,M01,81
J25-2835,3,1,M02,95
J25-2835,3,2,M00,71
J25-2835,3,3,M04,99
J25-2835,3,4,M06,9
J25-2835,3,5,M08,52
J25-2835,3,6,M07,85
J25-2835,3,7,M03,98
J25-2835,3,8,M09,22
J25-2835,3,9,M05,43
J25-2836,1,0,M00,43
J25-2836,1,1,M02,90
J25-2836,1,2,M04,75
J25-2836,1,3,M09,11
J25-2836,1,4,M03,69
J25-2836,1,5,M01,28
J25-2836,1,6,M06,46
J25-2836,1,7,M05,46
J25-2836,1,8,M07,72
J25-2836,1,9,M08,30
J25-2837,9,0,M01,85
J25-2837,9,1,M00,13
J25-2837,9,2,M02,61
J25-2837,9,3,M06,7
J25-2837,9,4,M08,64
J25-2837,9,5,M09,76
J25-2837,9,6,M05,47
J25-2837,9,7,M03,52
J25-2837,9,8,M04,90
J25-2837,9,9,M07,45
J25-2838,5,0,M02,84
J25-2838,5,1,M01,2
J25-2838,5,2,M05,52
J25-2838,5,3,M03,95
J25-2838,5,4,M08,48
J25-2838,5,5,M09,72
J25-2838,5,6,M00,47
J25-2838,5,7,M06,65
J25-2838,5,8,M04,6
J25-2838,5,9,M07,25
J25-2839,8,0,M00,76
J25-2839,8,1,M01,69
J25-2839,8,2,M03,76
J25-2839,8,3,M05,51
J25-2839,8,4,M02,85
J25-2839,8,5,M09,11
J25-2839,8,6,M06,40
J25-2839,8,7,M07,89
J25-2839,8,8,M04,26
J25-2839,8,9,M08,74
J25-2840,7,0,M02,31
J25-2840,7,1,M00,86
J25-2840,7,2,M01,46
J25-2840,7,3,M05,74
J25-2840,7,4,M04,32
J25-2840,7,5,M06,88
J25-2840,7,6,M08,19
J25-2840,7,7,M09,48
J25-2840,7,8,M07,36
J25-2840,7,9,M03,79
J25-2841,0,0,M00,29
J25-2841,0,1,M01,78
J25-2841,0,2,M02,9
J25-2841,0,3,M03,36
J25-2841,0,4,M04,49
J25-2841,0,5,M05,11
J25-2841,0,6,M06,62
J25-2841,0,7,M07,56
J25-2841,0,8,M08,44
J25-2841,0,9,M09,21
J25-2842,5,0,M02,84
J25-2842,5,1,M01,2
J25-2842,5,2,M05,52
J25-2842,5,3,M03,95
J25-2842,5,4,M08,48
J25-2842,5,5,M09,72
J25-2842,5,6,M00,47
J25-2842,5,7,M06,65
J25-2842,5,8,M04,6
J25-2842,5,9,M07,25
J25-2843,4,0,M02,14
J25-2843,4,1,M00,6
J25-2843,4,2,M01,22
J25-2843,4,3,M05,61
J25-2843,4,4,M03,26
J25-2843,4,5,M04,69
J25-2843,4,6,M08,21
J25-2843,4,7,M07,49
J25-2843,4,8,M09,72
J25-2843,4,9,M06,53
J25-2844,2,0,M01,91
J25-2844,2,1,M00,85
J25-2844,2,2,M03,39
J25-2844,2,3,M02,74
J25-2844,2,4,M08,90
J25-2844,2,5,M05,10
J25-2844,2,6,M07,12
J25-2844,2,7,M06,89
J25-2844,2,8,M09,45
J25-2844,2,9,M04,33
J25-2845,1,0,M00,43
J25-2845,1,1,M02,90
J25-2845,1,2,M04,75
J25-2845,1,3,M09,11
J25-2845,1,4,M03,69
J25-2845,1,5,M01,28
J25-2845,1,6,M06,46
J25-2845,1,7,M05,46
J25-2845,1,8,M07,72
J25-2845,1,9,M08,30
J25-2846,9,0,M01,85
J25-2846,9,1,M00,13
J25-2846,9,2,M02,61
J25-2846,9,3,M06,7
J25-2846,9,4,M08,64
J25-2846,9,5,M09,76
J25-2846,9,6,M05,47
J25-2846,9,7,M03,52
J25-2846,9,8,M04,90
J25-2846,9,9,M07,45
J25-2847,6,0,M01,46
J25-2847,6,1,M00,37
J25-2847,6,2,M03,61
J25-2847,6,3,M02,13
J25-2847,6,4,M06,32
J25-2847,6,5,M05,21
J25-2847,6,6,M09,32
J25-2847,6,7,M08,89
J25-2847,6,8,M07,30
J25-2847,6,9,M04,55
J25-2848,8,0,M00,76
J25-2848,8,1,M01,69
J25-2848,8,2,M03,76
J25-2848,8,3,M05,51
J25-2848,8,4,M02,85
J25-2848,8,5,M09,11
J25-2848,8,6,M06,40
J25-2848,8,7,M07,89
J25-2848,8,8,M04,26
J25-2848,8,9,M08,74
J25-2849,3,0,M01,81
J25-2849,3,1,M02,95
J25-2849,3,2,M00,71
J25-2849,3,3,M04,99
J25-2849,3,4,M06,9
J25-2849,3,5,M08,52
J25-2849,3,6,M07,85
J25-2849,3,7,M03,98
J25-2849,3,8,M09,22
J25-2849,3,9,M05,43
J25-2850,9,0,M01,85
J25-2850,9,1,M00,13
J25-2850,9,2,M02,61
J25-2850,9,3,M06,7
J25-2850,9,4,M08,64
J25-2850,9,5,M09,76
J25-2850,9,6,M05,47
J25-2850,9,7,M03,52
J25-2850,9,8,M04,90
J25-2850,9,9,M07,45
J25-2851,1,0,M00,43
J25-2851,1,1,M02,90
J25-2851,1,2,M04,75
J25-2851,1,3,M09,11
J25-2851,1,4,M03,69
J25-2851,1,5,M01,28
J25-2851,1,6,M06,46
J25-2851,1,7,M05,46
J25-2851,1,8,M07,72
J25-2851,1,9,M08,30
J25-2852,5,0,M02,84
J25-2852,5,1,M01,2
J25-2852,5,2,M05,52
J25-2852,5,3,M03,95
J25-2852,5,4,M08,48
J25-2852,5,5,M09,72
J25-2852,5,6,M00,47
J25-2852,5,7,M06,65
J25-2852,5,8,M04,6
J25-2852,5,9,M07,25
J25-2853,6,0,M01,46
J25-2853,6,1,M00,37
J25-2853,6,2,M03,61
J25-2853,6,3,M02,13
J25-2853,6,4,M06,32
J25-2853,6,5,M05,21
J25-2853,6,6,M09,32
J25-2853,6,7,M08,89
J25-2853,6,8,M07,30
J25-2853,6,9,M04,55
J25-2854,8,0,M00,76
J25-2854,8,1,M01,69
J25-2854,8,2,M03,76
J25-2854,8,3,M05,51
J25-2854,8,4,M02,85
J25-2854,8,5,M09,11
J25-2854,8,6,M06,40
J25-2854,8,7,M07,89
J25-2854,8,8,M04,26
J25-2854,8,9,M08,74
J25-2855,3,0,M01,81
J25-2855,3,1,M02,95
J25-2855,3,2,M00,71
J25-2855,3,3,M04,99
J25-2855,3,4,M06,9
J25-2855,3,5,M08,52
J25-2855,3,6,M07,85
J25-2855,3,7,M03,98
J25-2855,3,8,M09,22
J25-2855,3,9,M05,43
J25-2856,4,0,M02,14
J25-2856,4,1,M00,6
J25-2856,4,2,M01,22
J25-2856,4,3,M05,61
J25-2856,4,4,M03,26
J25-2856,4,5,M04,69
J25-2856,4,6,M08,21
J25-2856,4,7,M07,49
J25-2856,4,8,M09,72
J25-2856,4,9,M06,53
J25-2857,7,0,M02,31
J25-2857,7,1,M00,86
J25-2857,7,2,M01,46
J25-2857,7,3,M05,74
J25-2857,7,4,M04,32
J25-2857,7,5,M06,88
J25-2857,7,6,M08,19
J25-2857,7,7,M09,48
J25-2857,7,8,M07,36
J25-2857,7,9,M03,79
J25-2858,0,0,M00,29
J25-2858,0,1,M01,78
J25-2858,0,2,M02,9
J25-2858,0,3,M03,36
J25-2858,0,4,M04,49
J25-2858,0,5,M05,11
J25-2858,0,6,M06,62
J25-2858,0,7,M07,56
J25-2858,0,8,M08,44
J25-2858,0,9,M09,21
J25-2859,2,0,M01,91
J25-2859,2,1,M00,85
J25-2859,2,2,M03,39
J25-2859,2,3,M02,74
J25-2859,2,4,M08,90
J25-2859,2,5,M05,10
J25-2859,2,6,M07,12
J25-2859,2,7,M06,89
J25-2859,2,8,M09,45
J25-2859,2,9,M04,33
J25-2860,5,0,M02,84
J25-2860,5,1,M01,2
J25-2860,5,2,M05,52
J25-2860,5,3,M03,95
J25-2860,5,4,M08,48
J25-2860,5,5,M09,72
J25-2860,5,6,M00,47
J25-2860,5,7,M06,65
J25-2860,5,8,M04,6
J25-2860,5,9,M07,25
J25-2861,9,0,M01,85
J25-2861,9,1,M00,13
J25-2861,9,2,M02,61
J25-2861,9,3,M06,7
J25-2861,9,4,M08,64
J25-2861,9,5,M09,76
J25-2861,9,6,M05,47
J25-2861,9,7,M03,52
J25-2861,9,8,M04,90
J25-2861,9,9,M07,45
J25-2862,7,0,M02,31
J25-2862,7,1,M00,86
J25-2862,7,2,M01,46
J25-2862,7,3,M05,74
J25-2862,7,4,M04,32
J25-2862,7,5,M06,88
J25-2862,7,6,M08,19
J25-2862,7,7,M09,48
J25-2862,7,8,M07,36
J25-2862,7,9,M03,79
J25-2863,6,0,M01,46
J25-2863,6,1,M00,37
J25-2863,6,2,M03,61
J25-2863,6,3,M02,13
J25-2863,6,4,M06,32
J25-2863,6,5,M05,21
J25-2863,6,6,M09,32
J25-2863,6,7,M08,89
J25-2863,6,8,M07,30
J25-2863,6,9,M04,55
J25-2864,2,0,M01,91
J25-2864,2,1,M00,85
J25-2864,2,2,M03,39
J25-2864,2,3,M02,74
J25-2864,2,4,M08,90
J25-2864,2,5,M05,10
J25-2864,2,6,M07,12
J25-2864,2,7,M06,89
J25-2864,2,8,M09,45
J25-2864,2,9,M04,33
J25-2865,4,0,M02,14
J25-2865,4,1,M00,6
J25-2865,4,2,M01,22
J25-2865,4,3,M05,61
J25-2865,4,4,M03,26
J25-2865,4,5,M04,69
J25-2865,4,6,M08,21
J25-2865,4,7,M07,49
J25-2865,4,8,M09,72
J25-2865,4,9,M06,53
J25-2866,1,0,M00,43
J25-2866,1,1,M02,90
J25-2866,1,2,M04,75
J25-2866,1,3,M09,11
J25-2866,1,4,M03,69
J25-2866,1,5,M01,28
J25-2866,1,6,M06,46
J25-2866,1,7,M05,46
J25-2866,1,8,M07,72
J25-2866,1,9,M08,30
J25-2867,3,0,M01,81
J25-2867,3,1,M02,95
J25-2867,3,2,M00,71
J25-2867,3,3,M04,99
J25-2867,3,4,M06,9
J25-2867,3,5,M08,52
J25-2867,3,6,M07,85
J25-2867,3,7,M03,98
J25-2867,3,8,M09,22
J25-2867,3,9,M05,43
J25-2868,8,0,M00,76
J25-2868,8,1,M01,69
J25-2868,8,2,M03,76
J25-2868,8,3,M05,51
J25-2868,8,4,M02,85
J25-2868,8,5,M09,11
J25-2868,8,6,M06,40
J25-2868,8,7,M07,89
J25-2868,8,8,M04,26
J25-2868,8,9,M08,74
J25-2869,0,0,M00,29
J25-2869,0,1,M01,78
J25-2869,0,2,M02,9
J25-2869,0,3,M03,36
J25-2869,0,4,M04,49
J25-2869,0,5,M05,11
J25-2869,0,6,M06,62
J25-2869,0,7,M07,56
J25-2869,0,8,M08,44
J25-2869,0,9,M09,21
J25-2870,6,0,M01,46
J25-2870,6,1,M00,37
J25-2870,6,2,M03,61
J25-2870,6,3,M02,13
J25-2870,6,4,M06,32
J25-2870,6,5,M05,21
J25-2870,6,6,M09,32
J25-2870,6,7,M08,89
J25-2870,6,8,M07,30
J25-2870,6,9,M04,55
J25-2871,9,0,M01,85
J25-2871,9,1,M00,13
J25-2871,9,2,M02,61
J25-2871,9,3,M06,7
J25-2871,9,4,M08,64
J25-2871,9,5,M09,76
J25-2871,9,6,M05,47
J25-2871,9,7,M03,52
J25-2871,9,8,M04,90
J25-2871,9,9,M07,45
J25-2872,1,0,M00,43
J25-2872,1,1,M02,90
J25-2872,1,2,M04,75
J25-2872,1,3,M09,11
J25-2872,1,4,M03,69
J25-2872,1,5,M01,28
J25-2872,1,6,M06,46
J25-2872,1,7,M05,46
J25-2872,1,8,M07,72
J25-2872,1,9,M08,30
J25-2873,2,0,M01,91
J25-2873,2,1,M00,85
J25-2873,2,2,M03,39
J25-2873,2,3,M02,74
J25-2873,2,4,M08,90
J25-2873,2,5,M05,10
J25-2873,2,6,M07,12
J25-2873,2,7,M06,89
J25-2873,2,8,M09,45
J25-2873,2,9,M04,33
J25-2874,4,0,M02,14
J25-2874,4,1,M00,6
J25-2874,4,2,M01,22
J25-2874,4,3,M05,61
J25-2874,4,4,M03,26
J25-2874,4,5,M04,69
J25-2874,4,6,M08,21
J25-2874,4,7,M07,49
J25-2874,4,8,M09,72
J25-2874,4,9,M06,53
J25-2875,0,0,M00,29
J25-2875,0,1,M01,78
J25-2875,0,2,M02,9
J25-2875,0,3,M03,36
J25-2875,0,4,M04,49
J25-2875,0,5,M05,11
J25-2875,0,6,M06,62
J25-2875,0,7,M07,56
J25-2875,0,8,M08,44
J25-2875,0,9,M09,21
J25-2876,8,0,M00,76
J25-2876,8,1,M01,69
J25-2876,8,2,M03,76
J25-2876,8,3,M05,51
J25-2876,8,4,M02,85
J25-2876,8,5,M09,11
J25-2876,8,6,M06,40
J25-2876,8,7,M07,89
J25-2876,8,8,M04,26
J25-2876,8,9,M08,74
J25-2877,5,0,M02,84
J25-2877,5,1,M01,2
J25-2877,5,2,M05,52
J25-2877,5,3,M03,95
J25-2877,5,4,M08,48
J25-2877,5,5,M09,72
J25-2877,5,6,M00,47
J25-2877,5,7,M06,65
J25-2877,5,8,M04,6
J25-2877,5,9,M07,25
J25-2878,7,0,M02,31
J25-2878,7,1,M00,86
J25-2878,7,2,M01,46
J25-2878,7,3,M05,74
J25-2878,7,4,M04,32
J25-2878,7,5,M06,88
J25-2878,7,6,M08,19
J25-2878,7,7,M09,48
J25-2878,7,8,M07,36
J25-2878,7,9,M03,79
J25-2879,3,0,M01,81
J25-2879,3,1,M02,95
J25-2879,3,2,M00,71
J25-2879,3,3,M04,99
J25-2879,3,4,M06,9
J25-2879,3,5,M08,52
J25-2879,3,6,M07,85
J25-2879,3,7,M03,98
J25-2879,3,8,M09,22
J25-2879,3,9,M05,43
J25-2880,5,0,M02,84
J25-2880,5,1,M01,2
J25-2880,5,2,M05,52
J25-2880,5,3,M03,95
J25-2880,5,4,M08,48
J25-2880,5,5,M09,72
J25-2880,5,6,M00,47
J25-2880,5,7,M06,65
J25-2880,5,8,M04,6
J25-2880,5,9,M07,25
J25-2881,7,0,M02,31
J25-2881,7,1,M00,86
J25-2881,7,2,M01,46
J25-2881,7,3,M05,74
J25-2881,7,4,M04,32
J25-2881,7,5,M06,88
J25-2881,7,6,M08,19
J25-2881,7,7,M09,48
J25-2881,7,8,M07,36
J25-2881,7,9,M03,79
J25-2882,2,0,M01,91
J25-2882,2,1,M00,85
J25-2882,2,2,M03,39
J25-2882,2,3,M02,74
J25-2882,2,4,M08,90
J25-2882,2,5,M05,10
J25-2882,2,6,M07,12
J25-2882,2,7,M06,89
J25-2882,2,8,M09,45
J25-2882,2,9,M04,33
J25-2883,0,0,M00,29
J25-2883,0,1,M01,78
J25-2883,0,2,M02,9
J25-2883,0,3,M03,36
J25-2883,0,4,M04,49
J25-2883,0,5,M05,11
J25-2883,0,6,M06,62
J25-2883,0,7,M07,56
J25-2883,0,8,M08,44
J25-2883,0,9,M09,21
J25-2884,9,0,M01,85
J25-2884,9,1,M00,13
J25-2884,9,2,M02,61
J25-2884,9,3,M06,7
J25-2884,9,4,M08,64
J25-2884,9,5,M09,76
J25-2884,9,6,M05,47
J25-2884,9,7,M03,52
J25-2884,9,8,M04,90
J25-2884,9,9,M07,45
J25-2885,8,0,M00,76
J25-2885,8,1,M01,69
J25-2885,8,2,M03,76
J25-2885,8,3,M05,51
J25-2885,8,4,M02,85
J25-2885,8,5,M09,11
J25-2885,8,6,M06,40
J25-2885,8,7,M07,89
J25-2885,8,8,M04,26
J25-2885,8,9,M08,74
J25-2886,3,0,M01,81
J25-2886,3,1,M02,95
J25-2886,3,2,M00,71
J25-2886,3,3,M04,99
J25-2886,3,4,M06,9
J25-2886,3,5,M08,52
J25-2886,3,6,M07,85
J25-2886,3,7,M03,98
J25-2886,3,8,M09,22
J25-2886,3,9,M05,43
J25-2887,4,0,M02,14
J25-2887,4,1,M00,6
J25-2887,4,2,M01,22
J25-2887,4,3,M05,61
J25-2887,4,4,M03,26
J25-2887,4,5,M04,69
J25-2887,4,6,M08,21
J25-2887,4,7,M07,49
J25-2887,4,8,M09,72
J25-2887,4,9,M06,53
J25-2888,6,0,M01,46
J25-2888,6,1,M00,37
J25-2888,6,2,M03,61
J25-2888,6,3,M02,13
J25-2888,6,4,M06,32
J25-2888,6,5,M05,21
J25-2888,6,6,M09,32
J25-2888,6,7,M08,89
J25-2888,6,8,M07,30
J25-2888,6,9,M04,55
J25-2889,1,0,M00,43
J25-2889,1,1,M02,90
J25-2889,1,2,M04,75
J25-2889,1,3,M09,11
J25-2889,1,4,M03,69
J25-2889,1,5,M01,28
J25-2889,1,6,M06,46
J25-2889,1,7,M05,46
J25-2889,1,8,M07,72
J25-2889,1,9,M08,30
J25-2890,3,0,M01,81
J25-2890,3,1,M02,95
J25-2890,3,2,M00,71
J25-2890,3,3,M04,99
J25-2890,3,4,M06,9
J25-2890,3,5,M08,52
J25-2890,3,6,M07,85
J25-2890,3,7,M03,98
J25-2890,3,8,M09,22
J25-2890,3,9,M05,43
J25-2891,5,0,M02,84
J25-2891,5,1,M01,2
J25-2891,5,2,M05,52
J25-2891,5,3,M03,95
J25-2891,5,4,M08,48
J25-2891,5,5,M09,72
J25-2891,5,6,M00,47
J25-2891,5,7,M06,65
J25-2891,5,8,M04,6
J25-2891,5,9,M07,25
J25-2892,1,0,M00,43
J25-2892,1,1,M02,90
J25-2892,1,2,M04,75
J25-2892,1,3,M09,11
J25-2892,1,4,M03,69
J25-2892,1,5,M01,28
J25-2892,1,6,M06,46
J25-2892,1,7,M05,46
J25-2892,1,8,M07,72
J25-2892,1,9,M08,30
J25-2893,8,0,M00,76
J25-2893,8,1,M01,69
J25-2893,8,2,M03,76
J25-2893,8,3,M05,51
J25-2893,8,4,M02,85
J25-2893,8,5,M09,11
J25-2893,8,6,M06,40
J25-2893,8,7,M07,89
J25-2893,8,8,M04,26
J25-2893,8,9,M08,74
J25-2894,6,0,M01,46
J25-2894,6,1,M00,37
J25-2894,6,2,M03,61
J25-2894,6,3,M02,13
J25-2894,6,4,M06,32
J25-2894,6,5,M05,21
J25-2894,6,6,M09,32
J25-2894,6,7,M08,89
J25-2894,6,8,M07,30
J25-2894,6,9,M04,55
J25-2895,4,0,M02,14
J25-2895,4,1,M00,6
J25-2895,4,2,M01,22
J25-2895,4,3,M05,61
J25-2895,4,4,M03,26
J25-2895,4,5,M04,69
J25-2895,4,6,M08,21
J25-2895,4,7,M07,49
J25-2895,4,8,M09,72
J25-2895,4,9,M06,53
J25-2896,0,0,M00,29
J25-2896,0,1,M01,78
J25-2896,0,2,M02,9
J25-2896,0,3,M03,36
J25-2896,0,4,M04,49
J25-2896,0,5,M05,11
J25-2896,0,6,M06,62
J25-2896,0,7,M07,56
J25-2896,0,8,M08,44
J25-2896,0,9,M09,21
J25-2897,7,0,M02,31
J25-2897,7,1,M00,86
J25-2897,7,2,M01,46
J25-2897,7,3,M05,74
J25-2897,7,4,M04,32
J25-2897,7,5,M06,88
J25-2897,7,6,M08,19
J25-2897,7,7,M09,48
J25-2897,7,8,M07,36
J25-2897,7,9,M03,79
J25-2898,9,0,M01,85
J25-2898,9,1,M00,13
J25-2898,9,2,M02,61
J25-2898,9,3,M06,7
J25-2898,9,4,M08,64
J25-2898,9,5,M09,76
J25-2898,9,6,M05,47
J25-2898,9,7,M03,52
J25-2898,9,8,M04,90
J25-2898,9,9,M07,45
J25-2899,2,0,M01,91
J25-2899,2,1,M00,85
J25-2899,2,2,M03,39
J25-2899,2,3,M02,74
J25-2899,2,4,M08,90
J25-2899,2,5,M05,10
J25-2899,2,6,M07,12
J25-2899,2,7,M06,89
J25-2899,2,8,M09,45
J25-2899,2,9,M04,33
J25-2900,3,0,M01,81
J25-2900,3,1,M02,95
J25-2900,3,2,M00,71
J25-2900,3,3,M04,99
J25-2900,3,4,M06,9
J25-2900,3,5,M08,52
J25-2900,3,6,M07,85
J25-2900,3,7,M03,98
J25-2900,3,8,M09,22
J25-2900,3,9,M05,43
J25-2901,9,0,M01,85
J25-2901,9,1,M00,13
J25-2901,9,2,M02,61
J25-2901,9,3,M06,7
J25-2901,9,4,M08,64
J25-2901,9,5,M09,76
J25-2901,9,6,M05,47
J25-2901,9,7,M03,52
J25-2901,9,8,M04,90
J25-2901,9,9,M07,45
J25-2902,0,0,M00,29
J25-2902,0,1,M01,78
J25-2902,0,2,M02,9
J25-2902,0,3,M03,36
J25-2902,0,4,M04,49
J25-2902,0,5,M05,11
J25-2902,0,6,M06,62
J25-2902,0,7,M07,56
J25-2902,0,8,M08,44
J25-2902,0,9,M09,21
J25-2903,5,0,M02,84
J25-2903,5,1,M01,2
J25-2903,5,2,M05,52
J25-2903,5,3,M03,95
J25-2903,5,4,M08,48
J25-2903,5,5,M09,72
J25-2903,5,6,M00,47
J25-2903,5,7,M06,65
J25-2903,5,8,M04,6
J25-2903,5,9,M07,25
J25-2904,7,0,M02,31
J25-2904,7,1,M00,86
J25-2904,7,2,M01,46
J25-2904,7,3,M05,74
J25-2904,7,4,M04,32
J25-2904,7,5,M06,88
J25-2904,7,6,M08,19
J25-2904,7,7,M09,48
J25-2904,7,8,M07,36
J25-2904,7,9,M03,79
J25-2905,2,0,M01,91
J25-2905,2,1,M00,85
J25-2905,2,2,M03,39
