Job,Routing_ID,Arrival,Ready Time,End,Job Processing Time,Deadline
J25-4006,3,286328,286560,288287.0,655,287867
J25-4007,2,286355,286560,288573.0,568,288016
J25-4008,7,286391,286560,288877.0,539,289949
J25-4009,1,286487,286560,288313.0,510,287808
J25-4010,0,286566,288000,289738.0,395,289659
J25-4011,1,286571,288000,289166.0,510,289928
J25-4012,2,286670,288000,289083.0,568,291011
J25-4013,3,286791,288000,289436.0,655,290831
J25-4014,4,287089,288000,289587.0,393,289607
J25-4015,5,287215,288000,289161.0,496,289565
J25-4016,6,287245,288000,289537.0,416,289532
J25-4017,7,287251,288000,289569.0,539,289963
J25-4018,8,287348,288000,289435.0,597,289462
J25-4019,9,287349,288000,289748.0,540,289940
J25-4020,7,287471,288000,289648.0,539,290062
J25-4021,1,287698,288000,289673.0,510,289404
J25-4022,3,287785,288000,289619.0,655,290461
J25-4023,8,287840,288000,289803.0,597,292041
J25-4024,6,287905,288000,289889.0,416,289541
J25-4025,0,287973,288000,289869.0,395,289988
J25-4026,2,288171,289440,290309.0,568,290675
J25-4027,4,288288,289440,290986.0,393,291713
J25-4028,9,288341,289440,290222.0,540,290813
J25-4029,5,288341,289440,290987.0,496,291270
J25-4030,2,288481,289440,290531.0,568,291769
J25-4031,1,288482,289440,290831.0,510,291167
J25-4032,0,288537,289440,290991.0,395,291453
J25-4033,8,288674,289440,290926.0,597,292998
J25-4034,4,288866,289440,291185.0,393,291006
J25-4035,9,288945,289440,290507.0,540,291330
J25-4036,5,288979,289440,291106.0,496,292636
J25-4037,7,289011,289440,291221.0,539,291235
J25-4038,6,289256,289440,290704.0,416,290904
J25-4039,3,289402,289440,290755.0,655,291425
J25-4040,0,289428,289440,291060.0,395,291175
J25-4041,9,289434,289440,291081.0,540,290837
J25-4042,6,289558,290880,291749.0,416,292289
J25-4043,1,289622,290880,291982.0,510,292823
J25-4044,3,289659,290880,292218.0,655,293973
J25-4045,2,289923,290880,292253.0,568,293266
J25-4046,7,290013,290880,292003.0,539,293764
J25-4047,5,290051,290880,291817.0,496,293397
J25-4048,8,290101,290880,292268.0,597,292314
J25-4049,4,290233,290880,292251.0,393,293843
J25-4050,2,290281,290880,292487.0,568,292325
J25-4051,9,290360,290880,292382.0,540,292405
J25-4052,7,290463,290880,292355.0,539,294614
J25-4053,4,290506,290880,292462.0,393,293808
J25-4054,8,290514,290880,292596.0,597,294146
J25-4055,1,290579,290880,292298.0,510,292819
J25-4056,5,290698,290880,292407.0,496,293443
J25-4057,3,290917,292320,293909.0,655,294360
J25-4058,6,290967,292320,293220.0,416,294127
J25-4059,0,291104,292320,294056.0,395,294713
J25-4060,8,291130,292320,293947.0,597,294122
J25-4061,2,291200,292320,293481.0,568,295004
J25-4062,1,291282,292320,294160.0,510,294318
J25-4063,4,291313,292320,294229.0,393,294818
J25-4064,0,291341,292320,294359.0,395,293761
J25-4065,5,291353,292320,293878.0,496,293614
J25-4066,3,291399,292320,294116.0,655,294371
J25-4067,6,291400,292320,293634.0,416,293376
J25-4068,9,291438,292320,294009.0,540,294810
J25-4069,7,291512,292320,294245.0,539,294694
J25-4070,1,291532,292320,294268.0,510,295177
J25-4071,7,291539,292320,294421.0,539,294446
J25-4072,6,291622,292320,294019.0,416,294749
J25-4073,0,291812,292320,294512.0,395,294222
J25-4074,9,291866,292320,294492.0,540,294397
J25-4075,8,291880,292320,294802.0,597,294432
J25-4076,3,291987,292320,294241.0,655,294116
J25-4077,4,291991,292320,294553.0,393,294694
J25-4078,5,291994,292320,294606.0,496,293721
J25-4079,2,292218,292320,294638.0,568,293960
J25-4080,4,292363,293760,295498.0,393,297372
J25-4081,5,292376,293760,294855.0,496,294604
J25-4082,9,292407,293760,295664.0,540,295683
J25-4083,3,292494,293760,295219.0,655,296394
J25-4084,2,292566,293760,295534.0,568,295687
J25-4085,6,292658,293760,295501.0,416,295115
J25-4086,0,292665,293760,295511.0,395,295818
J25-4087,7,292730,293760,295435.0,539,295857
J25-4088,8,292766,293760,295357.0,597,295754
J25-4089,1,292798,293760,295262.0,510,295777
J25-4090,4,292816,293760,295655.0,393,295890
J25-4091,7,292977,293760,295560.0,539,294774
J25-4092,8,293000,293760,295754.0,597,295427
J25-4093,9,293031,293760,295790.0,540,296270
J25-4094,5,293048,293760,295689.0,496,295312
J25-4095,3,293492,293760,295424.0,655,296296
J25-4096,1,293543,293760,295389.0,510,295396
J25-4097,0,293578,293760,295819.0,395,296077
J25-4098,6,293854,295200,295972.0,416,297254
J25-4099,2,293881,295200,296226.0,568,297111
J25-4100,6,293918,295200,296301.0,416,296330
J25-4101,5,293995,295200,296594.0,496,297837
J25-4102,1,294040,295200,296923.0,510,297551
J25-4103,8,294155,295200,296893.0,597,297930
J25-4104,2,294161,295200,296433.0,568,296898
J25-4105,9,294235,295200,296885.0,540,297427
J25-4106,3,294389,295200,297061.0,655,296713
J25-4107,0,294538,295200,297054.0,395,297658
J25-4108,7,294553,295200,297082.0,539,297794
J25-4109,4,294625,295200,297261.0,393,296694
J25-4110,3,294694,295200,297104.0,655,296428
J25-4111,2,294712,295200,297204.0,568,297454
J25-4112,7,294814,295200,297222.0,539,297359
J25-4113,0,295018,295200,297298.0,395,296617
J25-4114,8,295023,295200,297690.0,597,297310
J25-4115,4,295069,295200,297539.0,393,297637
J25-4116,9,295104,295200,297277.0,540,298176
J25-4117,6,295120,295200,297287.0,416,297222
J25-4118,1,295130,295200,297326.0,510,297716
J25-4119,5,295140,295200,297351.0,496,297511
J25-4120,2,295149,295200,297649.0,568,297442
J25-4121,7,295191,295200,297606.0,539,297558
J25-4122,3,295228,296640,298398.0,655,298357
J25-4123,4,295280,296640,298557.0,393,300622
J25-4124,0,295366,296640,298553.0,395,297893
J25-4125,8,295369,296640,298385.0,597,298401
J25-4126,5,295466,296640,297680.0,496,298491
J25-4127,6,295510,296640,298054.0,416,298664
J25-4128,1,295582,296640,298290.0,510,297858
J25-4129,9,295593,296640,298844.0,540,298320
J25-4130,2,295652,296640,298398.0,568,297686
J25-4131,5,295877,296640,298638.0,496,298606
J25-4132,9,295917,296640,298889.0,540,298335
J25-4133,0,295980,296640,298899.0,395,299553
J25-4134,4,296014,296640,298812.0,393,298211
J25-4135,8,296027,296640,298917.0,597,298014
J25-4136,6,296214,296640,298459.0,416,298496
J25-4137,1,296230,296640,298436.0,510,298746
J25-4138,7,296292,296640,298549.0,539,298315
J25-4139,3,296432,296640,298569.0,655,298075
J25-4140,5,296436,296640,298914.0,496,298249
J25-4141,0,296509,296640,298931.0,395,298833
J25-4142,7,296565,296640,298689.0,539,298488
J25-4143,6,296836,298080,299247.0,416,299308
J25-4144,9,296846,298080,299278.0,540,299385
J25-4145,8,296890,298080,299830.0,597,299634
J25-4146,1,297036,298080,299881.0,510,300253
J25-4147,3,297055,298080,299826.0,655,299870
J25-4148,2,297066,298080,299379.0,568,300694
J25-4149,4,297114,298080,300052.0,393,299991
J25-4150,8,297129,298080,300432.0,597,299322
J25-4151,2,297153,298080,300117.0,568,299153
J25-4152,4,297170,298080,300273.0,393,300493
J25-4153,1,297180,298080,299952.0,510,299690
J25-4154,7,297283,298080,300124.0,539,299913
J25-4155,5,297366,298080,300226.0,496,300184
J25-4156,6,297476,298080,299823.0,416,299863
J25-4157,0,297506,298080,300127.0,395,299666
J25-4158,9,297691,298080,300156.0,540,299775
J25-4159,3,297787,298080,299879.0,655,300725
J25-4160,9,297862,298080,300201.0,540,300655
J25-4161,3,297944,298080,300035.0,655,299671
J25-4162,2,297954,298080,300330.0,568,300489
J25-4163,7,298024,298080,300298.0,539,300898
J25-4164,5,298117,299520,300658.0,496,302010
J25-4165,6,298129,299520,300617.0,416,300680
J25-4166,8,298373,299520,300752.0,597,301559
J25-4167,4,298400,299520,301100.0,393,301616
J25-4168,1,298575,299520,300799.0,510,302180
J25-4169,0,298727,299520,301142.0,395,302682
J25-4170,9,298736,299520,301084.0,540,302368
J25-4171,1,298783,299520,301211.0,510,301203
J25-4172,2,298826,299520,300887.0,568,301998
J25-4173,5,298896,299520,301109.0,496,300739
J25-4174,3,298926,299520,301090.0,655,301322
J25-4175,8,298939,299520,301077.0,597,300939
J25-4176,0,298956,299520,301302.0,395,301575
J25-4177,6,299141,299520,301094.0,416,301053
J25-4178,7,299184,299520,301034.0,539,301371
J25-4179,4,299586,300960,302539.0,393,302546
J25-4180,2,299679,300960,301873.0,568,302234
J25-4181,8,299724,300960,302050.0,597,302836
J25-4182,5,299836,300960,302345.0,496,303125
J25-4183,9,299842,300960,302290.0,540,303532
J25-4184,1,299948,300960,302209.0,510,302788
J25-4185,7,300095,300960,302565.0,539,304834
J25-4186,4,300112,300960,302690.0,393,303942
J25-4187,0,300202,300960,302414.0,395,303788
J25-4188,6,300314,300960,302375.0,416,303213
J25-4189,3,300335,300960,302175.0,655,302817
J25-4190,2,300534,300960,302408.0,568,302523
J25-4191,1,300645,300960,302328.0,510,302632
J25-4192,7,300788,300960,302680.0,539,303320
J25-4193,0,300830,300960,302555.0,395,302986
J25-4194,6,300834,300960,302571.0,416,303061
J25-4195,5,300974,302400,303930.0,496,305017
J25-4196,3,301065,302400,303651.0,655,304754
J25-4197,8,301170,302400,303560.0,597,305465
J25-4198,9,301210,302400,303578.0,540,303526
J25-4199,4,301268,302400,304160.0,393,306672
J25-4200,8,301294,302400,303998.0,597,305312
J25-4201,6,301337,302400,303370.0,416,304062
J25-4202,7,301413,302400,304077.0,539,303814
J25-4203,9,301497,302400,303869.0,540,305068
J25-4204,3,301532,302400,303939.0,655,303330
J25-4205,4,301644,302400,304379.0,393,304659
J25-4206,1,301773,302400,303765.0,510,304169
J25-4207,2,301800,302400,303725.0,568,303668
J25-4208,5,301834,302400,304060.0,496,304147
J25-4209,0,301834,302400,304128.0,395,306084
J25-4210,0,301879,302400,304181.0,395,305761
J25-4211,3,302349,302400,304063.0,655,303921
J25-4212,8,302374,302400,304305.0,597,304412
J25-4213,9,302448,303840,305028.0,540,304951
J25-4214,5,302537,303840,305528.0,496,306282
J25-4215,2,302552,303840,304853.0,568,305497
J25-4216,6,302642,303840,305263.0,416,305075
J25-4217,7,302665,303840,305431.0,539,305836
J25-4218,4,302710,303840,305628.0,393,305464
J25-4219,1,302741,303840,305253.0,510,305107
J25-4220,8,302760,303840,305459.0,597,305820
J25-4221,9,302764,303840,305714.0,540,306364
J25-4222,4,302895,303840,305702.0,393,305178
J25-4223,6,302896,303840,305538.0,416,305848
J25-4224,1,303011,303840,305489.0,510,304983
J25-4225,5,303020,303840,305739.0,496,308444
J25-4226,0,303155,303840,305698.0,395,305682
J25-4227,7,303573,303840,305773.0,539,305546
J25-4228,3,303663,303840,305306.0,655,305784
J25-4229,2,303827,303840,305483.0,568,305451
J25-4230,3,303924,305280,306506.0,655,307896
J25-4231,4,304075,305280,306709.0,393,307581
J25-4232,1,304201,305280,306346.0,510,308121
J25-4233,8,304207,305280,306625.0,597,308851
J25-4234,6,304299,305280,306192.0,416,306944
J25-4235,2,304500,305280,306590.0,568,307513
J25-4236,7,304527,305280,306614.0,539,306354
J25-4237,0,304550,305280,306576.0,395,307937
J25-4238,9,304581,305280,306629.0,540,307007
J25-4239,5,304898,305280,306743.0,496,307198
J25-4240,3,304953,305280,306598.0,655,306854
J25-4241,8,305004,305280,306818.0,597,307655
J25-4242,5,305187,305280,306768.0,496,307507
J25-4243,4,305291,306720,308992.0,393,309686
J25-4244,2,305291,306720,307745.0,568,309339
J25-4245,9,305293,306720,308082.0,540,309100
J25-4246,7,305327,306720,309000.0,539,310071
J25-4247,6,305369,306720,308092.0,416,307545
J25-4248,0,305408,306720,308754.0,395,309129
J25-4249,1,305470,306720,308414.0,510,308086
J25-4250,4,305516,306720,309333.0,393,309176
J25-4251,9,305562,306720,308561.0,540,308013
J25-4252,3,305611,306720,308477.0,655,307759
J25-4253,8,305654,306720,308587.0,597,308562
J25-4254,2,305656,306720,308125.0,568,309406
J25-4255,5,305798,306720,308714.0,496,308306
J25-4256,6,305961,306720,308400.0,416,308812
J25-4257,7,305986,306720,309210.0,539,309281
J25-4258,0,306027,306720,309016.0,395,309713
J25-4259,1,306059,306720,308463.0,510,308028
J25-4260,9,306097,306720,309142.0,540,309460
J25-4261,1,306164,306720,308663.0,510,307643
J25-4262,0,306257,306720,309192.0,395,308206
J25-4263,6,306421,306720,308637.0,416,308362
J25-4264,3,306431,306720,308760.0,655,308918
J25-4265,2,306435,306720,309035.0,568,308213
J25-4266,8,306487,306720,309313.0,597,308045
J25-4267,5,306791,308160,309402.0,496,310249
J25-4268,4,306835,308160,309713.0,393,310288
J25-4269,7,306918,308160,309560.0,539,310594
J25-4270,4,306922,308160,309840.0,393,309945
J25-4271,7,307098,308160,309835.0,539,310340
J25-4272,8,307168,308160,309545.0,597,310447
J25-4273,3,307268,308160,309593.0,655,309668
J25-4274,1,307291,308160,309683.0,510,309614
J25-4275,5,307328,308160,310247.0,496,310432
J25-4276,2,307419,308160,309749.0,568,309820
J25-4277,0,307460,308160,309808.0,395,310599
J25-4278,6,307710,308160,309626.0,416,310533
J25-4279,9,307817,308160,309690.0,540,309402
J25-4280,6,308050,308160,309804.0,416,309351
J25-4281,9,308109,308160,309801.0,540,309738
J25-4282,7,308110,308160,309971.0,539,309530
J25-4283,3,308208,309600,311542.0,655,310877
J25-4284,8,308216,309600,311157.0,597,312206
J25-4285,0,308216,309600,311733.0,395,312327
J25-4286,4,308229,309600,311952.0,393,311135
J25-4287,1,308249,309600,311480.0,510,310784
J25-4288,2,308263,309600,311224.0,568,310667
J25-4289,5,308343,309600,311035.0,496,311698
J25-4290,3,308352,309600,311612.0,655,311113
J25-4291,7,308368,309600,311849.0,539,311394
J25-4292,0,308384,309600,312098.0,395,310771
J25-4293,5,308400,309600,311888.0,496,311057
J25-4294,1,308424,309600,311550.0,510,312481
J25-4295,4,308426,309600,312134.0,393,312336
J25-4296,9,308643,309600,311411.0,540,311029
J25-4297,2,308744,309600,311886.0,568,310988
J25-4298,8,308812,309600,311986.0,597,311281
J25-4299,6,308843,309600,311778.0,416,310238
J25-4300,9,308855,309600,312155.0,540,310739
J25-4301,8,309136,309600,312556.0,597,311817
J25-4302,3,309147,309600,311746.0,655,311327
J25-4303,0,309268,309600,312247.0,395,310992
J25-4304,2,309277,309600,312253.0,568,311961
J25-4305,5,309313,309600,312180.0,496,311705
J25-4306,1,309399,309600,311808.0,510,311984
J25-4307,7,309417,309600,311997.0,539,312270
J25-4308,4,309576,309600,312268.0,393,312401
J25-4309,6,309680,311040,312580.0,416,312839
J25-4310,1,309718,311040,313247.0,510,312472
J25-4311,0,309727,311040,313606.0,395,312117
J25-4312,4,309732,311040,313739.0,393,312379
J25-4313,8,309811,311040,314295.0,597,312862
J25-4314,9,309927,311040,313134.0,540,313024
J25-4315,5,309929,311040,313330.0,496,314108
J25-4316,3,310055,311040,313141.0,655,312562
J25-4317,2,310131,311040,313720.0,568,313910
J25-4318,6,310143,311040,313423.0,416,312845
J25-4319,7,310324,311040,313907.0,539,312553
J25-4320,3,310442,311040,313769.0,655,311982
J25-4321,1,310475,311040,313406.0,510,314501
J25-4322,2,310494,311040,313907.0,568,312260
J25-4323,0,310533,311040,313952.0,395,312871
J25-4324,7,310672,311040,314264.0,539,312010
J25-4325,9,310714,311040,313513.0,540,314355
J25-4326,5,310714,311040,314102.0,496,313304
J25-4327,6,310744,311040,313775.0,416,312036
J25-4328,4,310799,311040,313984.0,393,314471
J25-4329,8,310808,311040,314388.0,597,312963
J25-4330,2,310854,311040,313946.0,568,312520
J25-4331,7,310874,311040,314343.0,539,312977
J25-4332,3,310953,311040,314087.0,655,313428
J25-4333,1,310954,311040,313590.0,510,313404
J25-4334,9,310996,311040,313992.0,540,315331
J25-4335,6,311011,311040,314033.0,416,312273
J25-4336,0,311057,312480,314851.0,395,314942
J25-4337,4,311075,312480,314916.0,393,315010
J25-4338,5,311264,312480,314313.0,496,315121
J25-4339,8,311273,312480,314571.0,597,313443
J25-4340,1,311291,312480,314601.0,510,314077
J25-4341,6,311335,312480,314466.0,416,316261
J25-4342,4,311337,312480,314976.0,393,315721
J25-4343,3,311363,312480,314725.0,655,315155
J25-4344,5,311367,312480,314991.0,496,314323
J25-4345,0,311454,312480,315042.0,395,315596
J25-4346,8,311685,312480,314981.0,597,314381
J25-4347,7,311863,312480,315075.0,539,314468
J25-4348,2,311989,312480,314727.0,568,314233
J25-4349,9,312001,312480,314966.0,540,314465
J25-4350,0,312021,312480,315135.0,395,314510
J25-4351,4,312067,312480,315222.0,393,313904
J25-4352,1,312125,312480,315495.0,510,313312
J25-4353,6,312250,312480,314694.0,416,313989
J25-4354,5,312352,312480,315048.0,496,314958
J25-4355,7,312413,312480,315269.0,539,314640
J25-4356,3,312471,312480,315039.0,655,314699
J25-4357,8,312583,313920,316145.0,597,316638
J25-4358,9,312587,313920,315766.0,540,316615
J25-4359,2,312691,313920,315685.0,568,315842
J25-4360,0,312713,313920,315928.0,395,317156
J25-4361,6,312818,313920,315342.0,416,315980
J25-4362,4,312859,313920,316346.0,393,315334
J25-4363,3,312870,313920,315924.0,655,315217
J25-4364,5,313019,313920,316223.0,496,316072
J25-4365,1,313091,313920,315631.0,510,317421
J25-4366,8,313162,313920,316541.0,597,315601
J25-4367,7,313168,313920,316043.0,539,316501
J25-4368,9,313325,313920,316048.0,540,315987
J25-4369,2,313327,313920,316026.0,568,315306
J25-4370,3,313360,313920,316063.0,655,315638
J25-4371,7,313396,313920,316161.0,539,316431
J25-4372,4,313578,313920,316589.0,393,315957
J25-4373,2,313582,313920,316327.0,568,315927
J25-4374,1,313694,313920,315739.0,510,315080
J25-4375,0,313712,313920,315979.0,395,315232
J25-4376,6,313753,313920,316533.0,416,315281
J25-4377,8,314188,315360,316887.0,597,317424
J25-4378,5,314223,315360,317169.0,496,316848
J25-4379,9,314227,315360,317144.0,540,317599
J25-4380,0,314511,315360,317164.0,395,316551
J25-4381,2,314987,315360,316625.0,568,316893
J25-4382,9,315042,315360,317214.0,540,317100
J25-4383,3,315096,315360,317041.0,655,317181
J25-4384,6,315145,315360,317080.0,416,316244
J25-4385,7,315183,315360,316878.0,539,317601
J25-4386,4,315221,315360,317168.0,393,317836
J25-4387,5,315261,315360,317331.0,496,317537
J25-4388,8,315277,315360,317099.0,597,316980
J25-4389,1,315321,315360,316917.0,510,316435
J25-4390,7,315706,316800,318583.0,539,319769
J25-4391,9,315716,316800,318468.0,540,318844
J25-4392,0,315813,316800,318372.0,395,318752
J25-4393,3,315817,316800,318249.0,655,318984
J25-4394,4,315898,316800,318678.0,393,320451
J25-4395,5,315903,316800,318667.0,496,318270
J25-4396,8,315907,316800,318264.0,597,319064
J25-4397,1,316042,316800,318294.0,510,319193
J25-4398,6,316116,316800,317861.0,416,318372
J25-4399,2,316143,316800,318083.0,568,318560
J25-4400,3,316183,316800,318394.0,655,319030
J25-4401,6,316289,316800,317997.0,416,318328
J25-4402,1,316299,316800,318391.0,510,320461
J25-4403,2,316338,316800,318538.0,568,318882
J25-4404,0,316417,316800,318524.0,395,319028
J25-4405,5,316432,316800,318786.0,496,318437
J25-4406,4,316451,316800,318870.0,393,319432
J25-4407,9,316688,316800,318761.0,540,319065
J25-4408,8,316728,316800,318742.0,597,318704
J25-4409,7,316938,318240,319531.0,539,319555
J25-4410,3,317276,318240,319540.0,655,319704
J25-4411,1,317358,318240,319334.0,510,320907
J25-4412,0,317417,318240,318938.0,395,320206
J25-4413,2,317735,318240,319582.0,568,320011
J25-4414,5,317771,318240,319646.0,496,320334
J25-4415,4,317788,318240,319557.0,393,320220
J25-4416,8,317788,318240,319304.0,597,319773
J25-4417,9,317918,318240,319621.0,540,319861
J25-4418,6,317921,318240,319731.0,416,319707
J25-4419,7,317922,318240,319610.0,539,320653
J25-4420,8,318052,318240,319682.0,597,321271
J25-4421,6,318352,319680,320532.0,416,321278
J25-4422,3,318533,319680,320893.0,655,321550
J25-4423,4,318662,319680,321205.0,393,321245
J25-4424,7,318775,319680,321045.0,539,322183
J25-4425,0,318784,319680,321174.0,395,320748
J25-4426,2,318898,319680,321115.0,568,321231
J25-4427,5,319007,319680,321053.0,496,321843
J25-4428,1,319030,319680,320791.0,510,321765
J25-4429,9,319256,319680,321028.0,540,321564
J25-4430,3,319262,319680,321147.0,655,321773
J25-4431,0,319305,319680,321266.0,395,321613
J25-4432,1,319392,319680,320929.0,510,321785
J25-4433,6,319411,319680,321038.0,416,321471
J25-4434,5,319621,319680,321226.0,496,321065
J25-4435,7,319650,319680,321224.0,539,321110
J25-4436,2,319699,321120,322160.0,568,322830
J25-4437,8,319703,321120,322360.0,597,323805
J25-4438,9,319744,321120,322601.0,540,323015
J25-4439,4,319811,321120,323072.0,393,324200
J25-4440,6,319912,321120,322127.0,416,322701
J25-4441,4,319990,321120,323144.0,393,322715
J25-4442,1,320028,321120,322528.0,510,323394
J25-4443,8,320205,321120,322973.0,597,322815
J25-4444,3,320249,321120,322817.0,655,323944
J25-4445,5,320415,321120,322320.0,496,323835
J25-4446,7,320463,321120,322804.0,539,322441
J25-4447,0,320508,321120,322722.0,395,322462
J25-4448,2,320509,321120,323339.0,568,322841
J25-4449,9,320510,321120,323095.0,540,323591
J25-4450,8,320539,321120,323098.0,597,323479
J25-4451,0,320547,321120,323163.0,395,323547
J25-4452,5,320548,321120,323250.0,496,323469
J25-4453,6,320590,321120,323207.0,416,322252
J25-4454,9,320643,321120,323225.0,540,322520
J25-4455,7,320855,321120,323210.0,539,322778
J25-4456,4,320884,321120,323305.0,393,324591
J25-4457,1,321027,321120,323003.0,510,323331
J25-4458,3,321258,322560,323945.0,655,324814
J25-4459,2,321288,322560,323472.0,568,324142
J25-4460,3,321311,322560,324060.0,655,324872
J25-4461,0,321631,322560,324162.0,395,324776
J25-4462,5,321726,322560,324326.0,496,324162
J25-4463,4,321763,322560,324426.0,393,324516
J25-4464,9,321787,322560,324041.0,540,324458
J25-4465,2,321840,322560,323767.0,568,324195
J25-4466,8,321997,322560,324352.0,597,324947
J25-4467,1,322007,322560,324026.0,510,324476
J25-4468,6,322092,322560,324062.0,416,324474
J25-4469,7,322093,322560,324242.0,539,324261
J25-4470,9,322097,322560,324371.0,540,325982
J25-4471,7,322211,322560,324723.0,539,325160
J25-4472,3,322227,322560,324178.0,655,324431
J25-4473,0,322363,322560,324492.0,395,324057
J25-4474,6,322456,322560,324213.0,416,323482
J25-4475,8,322603,324000,325111.0,597,326464
J25-4476,1,322927,324000,324916.0,510,325817
J25-4477,5,323135,324000,325320.0,496,325248
J25-4478,2,323150,324000,325107.0,568,326855
J25-4479,4,323231,324000,325494.0,393,327432
J25-4480,4,323443,324000,325566.0,393,326611
J25-4481,8,323513,324000,325441.0,597,325222
J25-4482,5,323514,324000,325488.0,496,325895
J25-4483,0,323682,324000,325360.0,395,325702
J25-4484,9,323683,324000,325463.0,540,326734
J25-4485,2,323799,324000,325400.0,568,326091
J25-4486,1,323836,324000,325168.0,510,325728
J25-4487,3,323879,324000,325292.0,655,326786
J25-4488,6,324002,325440,326317.0,416,326334
J25-4489,7,324027,325440,326939.0,539,327165
J25-4490,9,324068,325440,326740.0,540,328330
J25-4491,0,324134,325440,326590.0,395,326885
J25-4492,5,324410,325440,327056.0,496,327171
J25-4493,6,324458,325440,326392.0,416,327505
J25-4494,3,324549,325440,326735.0,655,327503
J25-4495,4,324982,325440,327034.0,393,327484
J25-4496,8,325094,325440,326860.0,597,328188
J25-4497,7,325104,325440,327080.0,539,327044
J25-4498,2,325122,325440,327059.0,568,327058
J25-4499,1,325184,325440,326636.0,510,326844
J25-4500,6,325234,325440,327114.0,416,327366
J25-4501,4,325256,325440,327230.0,393,327262
J25-4502,0,325264,325440,327047.0,395,327388
J25-4503,1,325318,325440,326890.0,510,327058
J25-4504,3,325496,326880,327904.0,655,328289
J25-4505,5,325636,326880,328194.0,496,328927
J25-4506,2,325672,326880,328035.0,568,329058
J25-4507,9,325688,326880,327996.0,540,328822
J25-4508,8,325747,326880,328059.0,597,328593
J25-4509,7,326316,326880,328111.0,539,328606
J25-4510,7,326384,326880,328203.0,539,329781
J25-4511,1,326425,326880,327765.0,510,327940
J25-4512,0,326763,326880,328153.0,395,329524
J25-4513,9,326820,326880,328169.0,540,329003
J25-4514,6,326888,328320,329060.0,416,329946
J25-4515,2,326931,328320,329142.0,568,329919
J25-4516,8,326958,328320,329467.0,597,330145
J25-4517,3,326976,328320,329251.0,655,331100
J25-4518,5,327170,328320,329533.0,496,330094
J25-4519,4,327190,328320,329528.0,393,330243
J25-4520,4,327524,328320,329670.0,393,330742
J25-4521,0,327867,328320,329638.0,395,329797
J25-4522,6,327935,328320,329266.0,416,329408
J25-4523,3,328068,328320,329540.0,655,330570
J25-4524,1,328270,328320,329299.0,510,330029
J25-4525,7,328283,328320,329693.0,539,330402
J25-4526,9,328297,328320,329578.0,540,330924
J25-4527,2,328443,329760,331157.0,568,332273
J25-4528,5,328514,329760,332038.0,496,330844
J25-4529,8,328515,329760,331855.0,597,334243
J25-4530,6,328551,329760,331654.0,416,331098
J25-4531,4,328569,329760,332875.0,393,331940
J25-4532,0,328655,329760,332739.0,395,332069
J25-4533,8,328771,329760,332086.0,597,331985
J25-4534,3,328787,329760,332132.0,655,331358
J25-4535,1,328817,329760,332205.0,510,331069
J25-4536,7,328886,329760,332910.0,539,331725
J25-4537,5,328908,329760,332430.0,496,331521
J25-4538,9,328971,329760,331941.0,540,332839
J25-4539,2,329013,329760,331492.0,568,331735
J25-4540,2,329035,329760,332079.0,568,331471
J25-4541,3,329068,329760,332564.0,655,331340
J25-4542,4,329141,329760,333030.0,393,331542
J25-4543,8,329148,329760,332716.0,597,331570
J25-4544,9,329153,329760,332856.0,540,330834
J25-4545,1,329183,329760,332302.0,510,331024
J25-4546,6,329194,329760,332690.0,416,331289
J25-4547,0,329219,329760,332781.0,395,331453
J25-4548,5,329331,329760,332930.0,496,331565
J25-4549,7,329365,329760,333127.0,539,331767
J25-4550,0,329378,329760,333174.0,395,331325
J25-4551,1,329392,329760,332525.0,510,331618
J25-4552,7,329451,329760,333284.0,539,332816
J25-4553,5,329465,329760,332955.0,496,332153
J25-4554,3,329489,329760,332654.0,655,331755
J25-4555,6,329511,329760,332789.0,416,330785
J25-4556,9,329520,329760,333329.0,540,331059
J25-4557,8,329522,329760,333086.0,597,330809
J25-4558,4,329576,329760,333382.0,393,331786
J25-4559,2,329602,329760,332923.0,568,331782
J25-4560,5,329634,329760,333108.0,496,331365
J25-4561,0,329855,331200,333585.0,395,333123
J25-4562,9,330073,331200,333620.0,540,334056
J25-4563,1,330154,331200,333179.0,510,333873
J25-4564,2,330233,331200,333577.0,568,332303
J25-4565,3,330279,331200,333468.0,655,333297
J25-4566,8,330348,331200,333898.0,597,334283
J25-4567,6,330400,331200,333469.0,416,332525
J25-4568,4,330502,331200,333595.0,393,333381
J25-4569,7,330616,331200,333598.0,539,332857
J25-4570,6,330650,331200,333721.0,416,333212
J25-4571,0,330760,331200,333628.0,395,332655
J25-4572,4,330991,331200,333753.0,393,332325
J25-4573,8,331039,331200,334311.0,597,332557
J25-4574,3,331168,331200,333607.0,655,333136
J25-4575,1,331227,332640,334802.0,510,334959
J25-4576,5,331272,332640,334197.0,496,335914
J25-4577,9,331277,332640,334846.0,540,334414
J25-4578,2,331370,332640,334840.0,568,333900
J25-4579,7,331376,332640,335248.0,539,335718
J25-4580,1,331380,332640,334899.0,510,333739
J25-4581,5,331424,332640,335064.0,496,333755
J25-4582,3,331565,332640,335072.0,655,334643
J25-4583,4,331658,332640,335599.0,393,335084
J25-4584,2,331673,332640,335515.0,568,333875
J25-4585,9,331813,332640,335637.0,540,334216
J25-4586,0,331906,332640,335430.0,395,334321
