Job,Operation,Machine,Processing Time
Job_232,8,M7,30
Job_232,9,M4,55
Job_233,0,M1,91
Job_233,1,M0,85
Job_233,2,M3,39
Job_233,3,M2,74
Job_233,4,M8,90
Job_233,5,M5,10
Job_233,6,M7,12
Job_233,7,M6,89
Job_233,8,M9,45
Job_233,9,M4,33
Job_234,0,M1,81
Job_234,1,M2,95
Job_234,2,M0,71
Job_234,3,M4,99
Job_234,4,M6,9
Job_234,5,M8,52
Job_234,6,M7,85
Job_234,7,M3,98
Job_234,8,M9,22
Job_234,9,M5,43
Job_235,0,M0,76
Job_235,1,M1,69
Job_235,2,M3,76
Job_235,3,M5,51
Job_235,4,M2,85
Job_235,5,M9,11
Job_235,6,M6,40
Job_235,7,M7,89
Job_235,8,M4,26
Job_235,9,M8,74
Job_236,0,M1,85
Job_236,1,M0,13
Job_236,2,M2,61
Job_236,3,M6,7
Job_236,4,M8,64
Job_236,5,M9,76
Job_236,6,M5,47
Job_236,7,M3,52
Job_236,8,M4,90
Job_236,9,M7,45
Job_237,0,M2,31
Job_237,1,M0,86
Job_237,2,M1,46
Job_237,3,M5,74
Job_237,4,M4,32
Job_237,5,M6,88
Job_237,6,M8,19
Job_237,7,M9,48
Job_237,8,M7,36
Job_237,9,M3,79
Job_238,0,M0,43
Job_238,1,M2,90
Job_238,2,M4,75
Job_238,3,M9,11
Job_238,4,M3,69
Job_238,5,M1,28
Job_238,6,M6,46
Job_238,7,M5,46
Job_238,8,M7,72
Job_238,9,M8,30
Job_239,0,M2,14
Job_239,1,M0,6
Job_239,2,M1,22
Job_239,3,M5,61
Job_239,4,M3,26
Job_239,5,M4,69
Job_239,6,M8,21
Job_239,7,M7,49
Job_239,8,M9,72
Job_239,9,M6,53
Job_240,0,M2,14
Job_240,1,M0,6
Job_240,2,M1,22
Job_240,3,M5,61
Job_240,4,M3,26
Job_240,5,M4,69
Job_240,6,M8,21
Job_240,7,M7,49
Job_240,8,M9,72
Job_240,9,M6,53
Job_241,0,M1,81
Job_241,1,M2,95
Job_241,2,M0,71
Job_241,3,M4,99
Job_241,4,M6,9
Job_241,5,M8,52
Job_241,6,M7,85
Job_241,7,M3,98
Job_241,8,M9,22
Job_241,9,M5,43
Job_242,0,M2,84
Job_242,1,M1,2
Job_242,2,M5,52
Job_242,3,M3,95
Job_242,4,M8,48
Job_242,5,M9,72
Job_242,6,M0,47
Job_242,7,M6,65
Job_242,8,M4,6
Job_242,9,M7,25
Job_243,0,M2,31
Job_243,1,M0,86
Job_243,2,M1,46
Job_243,3,M5,74
Job_243,4,M4,32
Job_243,5,M6,88
Job_243,6,M8,19
Job_243,7,M9,48
Job_243,8,M7,36
Job_243,9,M3,79
Job_244,0,M1,46
Job_244,1,M0,37
Job_244,2,M3,61
Job_244,3,M2,13
Job_244,4,M6,32
Job_244,5,M5,21
Job_244,6,M9,32
Job_244,7,M8,89
Job_244,8,M7,30
Job_244,9,M4,55
Job_245,0,M0,29
Job_245,1,M1,78
Job_245,2,M2,9
Job_245,3,M3,36
Job_245,4,M4,49
Job_245,5,M5,11
Job_245,6,M6,62
Job_245,7,M7,56
Job_245,8,M8,44
Job_245,9,M9,21
Job_246,0,M1,91
Job_246,1,M0,85
Job_246,2,M3,39
Job_246,3,M2,74
Job_246,4,M8,90
Job_246,5,M5,10
Job_246,6,M7,12
Job_246,7,M6,89
Job_246,8,M9,45
Job_246,9,M4,33
Job_247,0,M0,43
Job_247,1,M2,90
Job_247,2,M4,75
Job_247,3,M9,11
Job_247,4,M3,69
Job_247,5,M1,28
Job_247,6,M6,46
Job_247,7,M5,46
Job_247,8,M7,72
Job_247,9,M8,30
Job_248,0,M0,76
Job_248,1,M1,69
Job_248,2,M3,76
Job_248,3,M5,51
Job_248,4,M2,85
Job_248,5,M9,11
Job_248,6,M6,40
Job_248,7,M7,89
Job_248,8,M4,26
Job_248,9,M8,74
Job_249,0,M1,85
Job_249,1,M0,13
Job_249,2,M2,61
Job_249,3,M6,7
Job_249,4,M8,64
Job_249,5,M9,76
Job_249,6,M5,47
Job_249,7,M3,52
Job_249,8,M4,90
Job_249,9,M7,45
Job_250,0,M0,29
Job_250,1,M1,78
Job_250,2,M2,9
Job_250,3,M3,36
Job_250,4,M4,49
Job_250,5,M5,11
Job_250,6,M6,62
Job_250,7,M7,56
Job_250,8,M8,44
Job_250,9,M9,21
Job_251,0,M0,43
Job_251,1,M2,90
Job_251,2,M4,75
Job_251,3,M9,11
Job_251,4,M3,69
Job_251,5,M1,28
Job_251,6,M6,46
Job_251,7,M5,46
Job_251,8,M7,72
Job_251,9,M8,30
Job_252,0,M1,91
Job_252,1,M0,85
Job_252,2,M3,39
Job_252,3,M2,74
Job_252,4,M8,90
Job_252,5,M5,10
Job_252,6,M7,12
Job_252,7,M6,89
Job_252,8,M9,45
Job_252,9,M4,33
Job_253,0,M1,81
Job_253,1,M2,95
Job_253,2,M0,71
Job_253,3,M4,99
Job_253,4,M6,9
Job_253,5,M8,52
Job_253,6,M7,85
Job_253,7,M3,98
Job_253,8,M9,22
Job_253,9,M5,43
Job_254,0,M2,14
Job_254,1,M0,6
Job_254,2,M1,22
Job_254,3,M5,61
Job_254,4,M3,26
Job_254,5,M4,69
Job_254,6,M8,21
Job_254,7,M7,49
Job_254,8,M9,72
Job_254,9,M6,53
Job_255,0,M2,84
Job_255,1,M1,2
Job_255,2,M5,52
Job_255,3,M3,95
Job_255,4,M8,48
Job_255,5,M9,72
Job_255,6,M0,47
Job_255,7,M6,65
Job_255,8,M4,6
Job_255,9,M7,25
Job_256,0,M1,46
Job_256,1,M0,37
Job_256,2,M3,61
Job_256,3,M2,13
Job_256,4,M6,32
Job_256,5,M5,21
Job_256,6,M9,32
Job_256,7,M8,89
Job_256,8,M7,30
Job_256,9,M4,55
Job_257,0,M2,31
Job_257,1,M0,86
Job_257,2,M1,46
Job_257,3,M5,74
Job_257,4,M4,32
Job_257,5,M6,88
Job_257,6,M8,19
Job_257,7,M9,48
Job_257,8,M7,36
Job_257,9,M3,79
Job_258,0,M0,76
Job_258,1,M1,69
Job_258,2,M3,76
Job_258,3,M5,51
Job_258,4,M2,85
Job_258,5,M9,11
Job_258,6,M6,40
Job_258,7,M7,89
Job_258,8,M4,26
Job_258,9,M8,74
Job_259,0,M1,85
Job_259,1,M0,13
Job_259,2,M2,61
Job_259,3,M6,7
Job_259,4,M8,64
Job_259,5,M9,76
Job_259,6,M5,47
Job_259,7,M3,52
Job_259,8,M4,90
Job_259,9,M7,45
Job_260,0,M1,85
Job_260,1,M0,13
Job_260,2,M2,61
Job_260,3,M6,7
Job_260,4,M8,64
Job_260,5,M9,76
Job_260,6,M5,47
Job_260,7,M3,52
Job_260,8,M4,90
Job_260,9,M7,45
Job_261,0,M0,76
Job_261,1,M1,69
Job_261,2,M3,76
Job_261,3,M5,51
Job_261,4,M2,85
Job_261,5,M9,11
Job_261,6,M6,40
Job_261,7,M7,89
Job_261,8,M4,26
Job_261,9,M8,74
Job_262,0,M2,14
Job_262,1,M0,6
Job_262,2,M1,22
Job_262,3,M5,61
Job_262,4,M3,26
Job_262,5,M4,69
Job_262,6,M8,21
Job_262,7,M7,49
Job_262,8,M9,72
Job_262,9,M6,53
Job_263,0,M1,81
Job_263,1,M2,95
Job_263,2,M0,71
Job_263,3,M4,99
Job_263,4,M6,9
Job_263,5,M8,52
Job_263,6,M7,85
Job_263,7,M3,98
Job_263,8,M9,22
Job_263,9,M5,43
Job_264,0,M0,29
Job_264,1,M1,78
Job_264,2,M2,9
Job_264,3,M3,36
Job_264,4,M4,49
Job_264,5,M5,11
Job_264,6,M6,62
Job_264,7,M7,56
Job_264,8,M8,44
Job_264,9,M9,21
Job_265,0,M1,91
Job_265,1,M0,85
Job_265,2,M3,39
Job_265,3,M2,74
Job_265,4,M8,90
Job_265,5,M5,10
Job_265,6,M7,12
Job_265,7,M6,89
Job_265,8,M9,45
Job_265,9,M4,33
Job_266,0,M0,43
Job_266,1,M2,90
Job_266,2,M4,75
Job_266,3,M9,11
Job_266,4,M3,69
Job_266,5,M1,28
Job_266,6,M6,46
Job_266,7,M5,46
Job_266,8,M7,72
Job_266,9,M8,30
Job_267,0,M1,46
Job_267,1,M0,37
Job_267,2,M3,61
Job_267,3,M2,13
Job_267,4,M6,32
Job_267,5,M5,21
Job_267,6,M9,32
Job_267,7,M8,89
Job_267,8,M7,30
Job_267,9,M4,55
Job_268,0,M2,31
Job_268,1,M0,86
Job_268,2,M1,46
Job_268,3,M5,74
Job_268,4,M4,32
Job_268,5,M6,88
Job_268,6,M8,19
Job_268,7,M9,48
Job_268,8,M7,36
Job_268,9,M3,79
Job_269,0,M2,84
Job_269,1,M1,2
Job_269,2,M5,52
Job_269,3,M3,95
Job_269,4,M8,48
Job_269,5,M9,72
Job_269,6,M0,47
Job_269,7,M6,65
Job_269,8,M4,6
Job_269,9,M7,25
Job_270,0,M2,31
Job_270,1,M0,86
Job_270,2,M1,46
Job_270,3,M5,74
Job_270,4,M4,32
Job_270,5,M6,88
Job_270,6,M8,19
Job_270,7,M9,48
Job_270,8,M7,36
Job_270,9,M3,79
Job_271,0,M1,85
Job_271,1,M0,13
Job_271,2,M2,61
Job_271,3,M6,7
Job_271,4,M8,64
Job_271,5,M9,76
Job_271,6,M5,47
Job_271,7,M3,52
Job_271,8,M4,90
Job_271,9,M7,45
Job_272,0,M0,76
Job_272,1,M1,69
Job_272,2,M3,76
Job_272,3,M5,51
Job_272,4,M2,85
Job_272,5,M9,11
Job_272,6,M6,40
Job_272,7,M7,89
Job_272,8,M4,26
Job_272,9,M8,74
Job_273,0,M1,91
Job_273,1,M0,85
Job_273,2,M3,39
Job_273,3,M2,74
Job_273,4,M8,90
Job_273,5,M5,10
Job_273,6,M7,12
Job_273,7,M6,89
Job_273,8,M9,45
Job_273,9,M4,33
Job_274,0,M0,29
Job_274,1,M1,78
Job_274,2,M2,9
Job_274,3,M3,36
Job_274,4,M4,49
Job_274,5,M5,11
Job_274,6,M6,62
Job_274,7,M7,56
Job_274,8,M8,44
Job_274,9,M9,21
Job_275,0,M1,46
Job_275,1,M0,37
Job_275,2,M3,61
Job_275,3,M2,13
Job_275,4,M6,32
Job_275,5,M5,21
Job_275,6,M9,32
Job_275,7,M8,89
Job_275,8,M7,30
Job_275,9,M4,55
Job_276,0,M0,43
Job_276,1,M2,90
Job_276,2,M4,75
Job_276,3,M9,11
Job_276,4,M3,69
Job_276,5,M1,28
Job_276,6,M6,46
Job_276,7,M5,46
Job_276,8,M7,72
Job_276,9,M8,30
Job_277,0,M1,81
Job_277,1,M2,95
Job_277,2,M0,71
Job_277,3,M4,99
Job_277,4,M6,9
Job_277,5,M8,52
Job_277,6,M7,85
Job_277,7,M3,98
Job_277,8,M9,22
Job_277,9,M5,43
Job_278,0,M2,84
Job_278,1,M1,2
Job_278,2,M5,52
Job_278,3,M3,95
Job_278,4,M8,48
Job_278,5,M9,72
Job_278,6,M0,47
Job_278,7,M6,65
Job_278,8,M4,6
Job_278,9,M7,25
Job_279,0,M2,14
Job_279,1,M0,6
Job_279,2,M1,22
Job_279,3,M5,61
Job_279,4,M3,26
Job_279,5,M4,69
Job_279,6,M8,21
Job_279,7,M7,49
Job_279,8,M9,72
Job_279,9,M6,53
Job_280,0,M0,76
Job_280,1,M1,69
Job_280,2,M3,76
Job_280,3,M5,51
Job_280,4,M2,85
Job_280,5,M9,11
Job_280,6,M6,40
Job_280,7,M7,89
Job_280,8,M4,26
Job_280,9,M8,74
Job_281,0,M2,31
Job_281,1,M0,86
Job_281,2,M1,46
Job_281,3,M5,74
Job_281,4,M4,32
Job_281,5,M6,88
Job_281,6,M8,19
Job_281,7,M9,48
Job_281,8,M7,36
Job_281,9,M3,79
Job_282,0,M0,29
Job_282,1,M1,78
Job_282,2,M2,9
Job_282,3,M3,36
Job_282,4,M4,49
Job_282,5,M5,11
Job_282,6,M6,62
Job_282,7,M7,56
Job_282,8,M8,44
Job_282,9,M9,21
Job_283,0,M1,85
Job_283,1,M0,13
Job_283,2,M2,61
Job_283,3,M6,7
Job_283,4,M8,64
Job_283,5,M9,76
Job_283,6,M5,47
Job_283,7,M3,52
Job_283,8,M4,90
Job_283,9,M7,45
Job_284,0,M1,91
Job_284,1,M0,85
Job_284,2,M3,39
Job_284,3,M2,74
Job_284,4,M8,90
Job_284,5,M5,10
Job_284,6,M7,12
Job_284,7,M6,89
Job_284,8,M9,45
Job_284,9,M4,33
Job_285,0,M1,46
Job_285,1,M0,37
Job_285,2,M3,61
Job_285,3,M2,13
Job_285,4,M6,32
Job_285,5,M5,21
Job_285,6,M9,32
Job_285,7,M8,89
Job_285,8,M7,30
Job_285,9,M4,55
Job_286,0,M2,84
Job_286,1,M1,2
Job_286,2,M5,52
Job_286,3,M3,95
Job_286,4,M8,48
Job_286,5,M9,72
Job_286,6,M0,47
Job_286,7,M6,65
Job_286,8,M4,6
Job_286,9,M7,25
Job_287,0,M2,14
Job_287,1,M0,6
Job_287,2,M1,22
Job_287,3,M5,61
Job_287,4,M3,26
Job_287,5,M4,69
Job_287,6,M8,21
Job_287,7,M7,49
Job_287,8,M9,72
Job_287,9,M6,53
Job_288,0,M0,43
Job_288,1,M2,90
Job_288,2,M4,75
Job_288,3,M9,11
Job_288,4,M3,69
Job_288,5,M1,28
Job_288,6,M6,46
Job_288,7,M5,46
Job_288,8,M7,72
Job_288,9,M8,30
Job_289,0,M1,81
Job_289,1,M2,95
Job_289,2,M0,71
Job_289,3,M4,99
Job_289,4,M6,9
Job_289,5,M8,52
Job_289,6,M7,85
Job_289,7,M3,98
Job_289,8,M9,22
Job_289,9,M5,43
Job_290,0,M0,29
Job_290,1,M1,78
Job_290,2,M2,9
Job_290,3,M3,36
Job_290,4,M4,49
Job_290,5,M5,11
Job_290,6,M6,62
Job_290,7,M7,56
Job_290,8,M8,44
Job_290,9,M9,21
Job_291,0,M1,81
Job_291,1,M2,95
Job_291,2,M0,71
Job_291,3,M4,99
Job_291,4,M6,9
Job_291,5,M8,52
Job_291,6,M7,85
Job_291,7,M3,98
Job_291,8,M9,22
Job_291,9,M5,43
Job_292,0,M1,85
Job_292,1,M0,13
Job_292,2,M2,61
Job_292,3,M6,7
Job_292,4,M8,64
Job_292,5,M9,76
Job_292,6,M5,47
Job_292,7,M3,52
Job_292,8,M4,90
Job_292,9,M7,45
Job_293,0,M1,46
Job_293,1,M0,37
Job_293,2,M3,61
Job_293,3,M2,13
Job_293,4,M6,32
Job_293,5,M5,21
Job_293,6,M9,32
Job_293,7,M8,89
Job_293,8,M7,30
Job_293,9,M4,55
Job_294,0,M0,76
Job_294,1,M1,69
Job_294,2,M3,76
Job_294,3,M5,51
Job_294,4,M2,85
Job_294,5,M9,11
Job_294,6,M6,40
Job_294,7,M7,89
Job_294,8,M4,26
Job_294,9,M8,74
Job_295,0,M0,43
Job_295,1,M2,90
Job_295,2,M4,75
Job_295,3,M9,11
Job_295,4,M3,69
Job_295,5,M1,28
Job_295,6,M6,46
Job_295,7,M5,46
Job_295,8,M7,72
Job_295,9,M8,30
Job_296,0,M2,14
Job_296,1,M0,6
Job_296,2,M1,22
Job_296,3,M5,61
Job_296,4,M3,26
Job_296,5,M4,69
Job_296,6,M8,21
Job_296,7,M7,49
Job_296,8,M9,72
Job_296,9,M6,53
Job_297,0,M2,84
Job_297,1,M1,2
Job_297,2,M5,52
Job_297,3,M3,95
Job_297,4,M8,48
Job_297,5,M9,72
Job_297,6,M0,47
Job_297,7,M6,65
Job_297,8,M4,6
Job_297,9,M7,25
Job_298,0,M2,31
Job_298,1,M0,86
Job_298,2,M1,46
Job_298,3,M5,74
Job_298,4,M4,32
Job_298,5,M6,88
Job_298,6,M8,19
Job_298,7,M9,48
Job_298,8,M7,36
Job_298,9,M3,79
Job_299,0,M1,91
Job_299,1,M0,85
Job_299,2,M3,39
Job_299,3,M2,74
Job_299,4,M8,90
Job_299,5,M5,10
Job_299,6,M7,12
Job_299,7,M6,89
Job_299,8,M9,45
Job_299,9,M4,33
Job_300,0,M0,29
Job_300,1,M1,78
Job_300,2,M2,9
Job_300,3,M3,36
Job_300,4,M4,49
Job_300,5,M5,11
Job_300,6,M6,62
Job_300,7,M7,56
Job_300,8,M8,44
Job_300,9,M9,21
Job_301,0,M0,43
Job_301,1,M2,90
Job_301,2,M4,75
Job_301,3,M9,11
Job_301,4,M3,69
Job_301,5,M1,28
Job_301,6,M6,46
Job_301,7,M5,46
Job_301,8,M7,72
Job_301,9,M8,30
Job_302,0,M1,91
Job_302,1,M0,85
Job_302,2,M3,39
Job_302,3,M2,74
Job_302,4,M8,90
Job_302,5,M5,10
Job_302,6,M7,12
Job_302,7,M6,89
Job_302,8,M9,45
Job_302,9,M4,33
Job_303,0,M1,81
Job_303,1,M2,95
Job_303,2,M0,71
Job_303,3,M4,99
Job_303,4,M6,9
Job_303,5,M8,52
Job_303,6,M7,85
Job_303,7,M3,98
Job_303,8,M9,22
Job_303,9,M5,43
Job_304,0,M2,14
Job_304,1,M0,6
Job_304,2,M1,22
Job_304,3,M5,61
Job_304,4,M3,26
Job_304,5,M4,69
Job_304,6,M8,21
Job_304,7,M7,49
Job_304,8,M9,72
Job_304,9,M6,53
Job_305,0,M2,84
Job_305,1,M1,2
Job_305,2,M5,52
Job_305,3,M3,95
Job_305,4,M8,48
Job_305,5,M9,72
Job_305,6,M0,47
Job_305,7,M6,65
Job_305,8,M4,6
Job_305,9,M7,25
Job_306,0,M1,46
Job_306,1,M0,37
Job_306,2,M3,61
Job_306,3,M2,13
Job_306,4,M6,32
Job_306,5,M5,21
Job_306,6,M9,32
Job_306,7,M8,89
Job_306,8,M7,30
Job_306,9,M4,55
Job_307,0,M2,31
Job_307,1,M0,86
Job_307,2,M1,46
Job_307,3,M5,74
Job_307,4,M4,32
Job_307,5,M6,88
Job_307,6,M8,19
Job_307,7,M9,48
Job_307,8,M7,36
Job_307,9,M3,79
Job_308,0,M0,76
Job_308,1,M1,69
Job_308,2,M3,76
Job_308,3,M5,51
Job_308,4,M2,85
Job_308,5,M9,11
Job_308,6,M6,40
Job_308,7,M7,89
Job_308,8,M4,26
Job_308,9,M8,74
Job_309,0,M1,85
Job_309,1,M0,13
Job_309,2,M2,61
Job_309,3,M6,7
Job_309,4,M8,64
Job_309,5,M9,76
Job_309,6,M5,47
Job_309,7,M3,52
Job_309,8,M4,90
Job_309,9,M7,45
Job_310,0,M0,43
Job_310,1,M2,90
Job_310,2,M4,75
Job_310,3,M9,11
Job_310,4,M3,69
Job_310,5,M1,28
Job_310,6,M6,46
Job_310,7,M5,46
Job_310,8,M7,72
Job_310,9,M8,30
Job_311,0,M1,91
Job_311,1,M0,85
Job_311,2,M3,39
Job_311,3,M2,74
Job_311,4,M8,90
Job_311,5,M5,10
Job_311,6,M7,12
Job_311,7,M6,89
Job_311,8,M9,45
Job_311,9,M4,33
Job_312,0,M0,29
Job_312,1,M1,78
Job_312,2,M2,9
Job_312,3,M3,36
Job_312,4,M4,49
Job_312,5,M5,11
Job_312,6,M6,62
Job_312,7,M7,56
Job_312,8,M8,44
Job_312,9,M9,21
Job_313,0,M1,85
Job_313,1,M0,13
Job_313,2,M2,61
Job_313,3,M6,7
Job_313,4,M8,64
Job_313,5,M9,76
Job_313,6,M5,47
Job_313,7,M3,52
Job_313,8,M4,90
Job_313,9,M7,45
Job_314,0,M1,81
Job_314,1,M2,95
Job_314,2,M0,71
Job_314,3,M4,99
Job_314,4,M6,9
Job_314,5,M8,52
Job_314,6,M7,85
Job_314,7,M3,98
Job_314,8,M9,22
Job_314,9,M5,43
Job_315,0,M1,46
Job_315,1,M0,37
Job_315,2,M3,61
Job_315,3,M2,13
Job_315,4,M6,32
Job_315,5,M5,21
Job_315,6,M9,32
Job_315,7,M8,89
Job_315,8,M7,30
Job_315,9,M4,55
Job_316,0,M2,14
Job_316,1,M0,6
Job_316,2,M1,22
Job_316,3,M5,61
Job_316,4,M3,26
Job_316,5,M4,69
Job_316,6,M8,21
Job_316,7,M7,49
Job_316,8,M9,72
Job_316,9,M6,53
Job_317,0,M2,84
Job_317,1,M1,2
Job_317,2,M5,52
Job_317,3,M3,95
Job_317,4,M8,48
Job_317,5,M9,72
Job_317,6,M0,47
Job_317,7,M6,65
Job_317,8,M4,6
Job_317,9,M7,25
Job_318,0,M2,31
Job_318,1,M0,86
Job_318,2,M1,46
Job_318,3,M5,74
Job_318,4,M4,32
Job_318,5,M6,88
Job_318,6,M8,19
Job_318,7,M9,48
Job_318,8,M7,36
Job_318,9,M3,79
Job_319,0,M0,76
Job_319,1,M1,69
Job_319,2,M3,76
Job_319,3,M5,51
Job_319,4,M2,85
Job_319,5,M9,11
Job_319,6,M6,40
Job_319,7,M7,89
Job_319,8,M4,26
Job_319,9,M8,74
Job_320,0,M0,76
Job_320,1,M1,69
Job_320,2,M3,76
Job_320,3,M5,51
Job_320,4,M2,85
Job_320,5,M9,11
Job_320,6,M6,40
Job_320,7,M7,89
Job_320,8,M4,26
Job_320,9,M8,74
Job_321,0,M1,81
Job_321,1,M2,95
Job_321,2,M0,71
Job_321,3,M4,99
Job_321,4,M6,9
Job_321,5,M8,52
Job_321,6,M7,85
Job_321,7,M3,98
Job_321,8,M9,22
Job_321,9,M5,43
Job_322,0,M0,29
Job_322,1,M1,78
Job_322,2,M2,9
Job_322,3,M3,36
Job_322,4,M4,49
Job_322,5,M5,11
Job_322,6,M6,62
Job_322,7,M7,56
Job_322,8,M8,44
Job_322,9,M9,21
Job_323,0,M1,85
Job_323,1,M0,13
Job_323,2,M2,61
Job_323,3,M6,7
Job_323,4,M8,64
Job_323,5,M9,76
Job_323,6,M5,47
Job_323,7,M3,52
Job_323,8,M4,90
Job_323,9,M7,45
Job_324,0,M2,84
Job_324,1,M1,2
Job_324,2,M5,52
Job_324,3,M3,95
Job_324,4,M8,48
Job_324,5,M9,72
Job_324,6,M0,47
Job_324,7,M6,65
Job_324,8,M4,6
Job_324,9,M7,25
Job_325,0,M0,43
Job_325,1,M2,90
Job_325,2,M4,75
Job_325,3,M9,11
Job_325,4,M3,69
Job_325,5,M1,28
Job_325,6,M6,46
Job_325,7,M5,46
Job_325,8,M7,72
Job_325,9,M8,30
Job_326,0,M1,46
Job_326,1,M0,37
Job_326,2,M3,61
Job_326,3,M2,13
Job_326,4,M6,32
Job_326,5,M5,21
Job_326,6,M9,32
Job_326,7,M8,89
Job_326,8,M7,30
Job_326,9,M4,55
Job_327,0,M2,14
Job_327,1,M0,6
Job_327,2,M1,22
Job_327,3,M5,61
Job_327,4,M3,26
Job_327,5,M4,69
Job_327,6,M8,21
Job_327,7,M7,49
Job_327,8,M9,72
Job_327,9,M6,53
Job_328,0,M2,31
Job_328,1,M0,86
Job_328,2,M1,46
Job_328,3,M5,74
Job_328,4,M4,32
Job_328,5,M6,88
Job_328,6,M8,19
Job_328,7,M9,48
Job_328,8,M7,36
Job_328,9,M3,79
Job_329,0,M1,91
Job_329,1,M0,85
Job_329,2,M3,39
Job_329,3,M2,74
Job_329,4,M8,90
Job_329,5,M5,10
Job_329,6,M7,12
Job_329,7,M6,89
Job_329,8,M9,45
Job_329,9,M4,33
Job_330,0,M1,46
Job_330,1,M0,37
Job_330,2,M3,61
Job_330,3,M2,13
Job_330,4,M6,32
Job_330,5,M5,21
Job_330,6,M9,32
Job_330,7,M8,89
Job_330,8,M7,30
Job_330,9,M4,55
Job_331,0,M2,84
Job_331,1,M1,2
Job_331,2,M5,52
Job_331,3,M3,95
Job_331,4,M8,48
Job_331,5,M9,72
Job_331,6,M0,47
Job_331,7,M6,65
Job_331,8,M4,6
Job_331,9,M7,25
Job_332,0,M1,91
Job_332,1,M0,85
Job_332,2,M3,39
Job_332,3,M2,74
Job_332,4,M8,90
Job_332,5,M5,10
Job_332,6,M7,12
Job_332,7,M6,89
Job_332,8,M9,45
Job_332,9,M4,33
Job_333,0,M2,14
Job_333,1,M0,6
Job_333,2,M1,22
Job_333,3,M5,61
Job_333,4,M3,26
Job_333,5,M4,69
Job_333,6,M8,21
Job_333,7,M7,49
Job_333,8,M9,72
Job_333,9,M6,53
Job_334,0,M0,29
Job_334,1,M1,78
Job_334,2,M2,9
Job_334,3,M3,36
Job_334,4,M4,49
Job_334,5,M5,11
Job_334,6,M6,62
Job_334,7,M7,56
Job_334,8,M8,44
Job_334,9,M9,21
Job_335,0,M1,81
Job_335,1,M2,95
Job_335,2,M0,71
Job_335,3,M4,99
Job_335,4,M6,9
Job_335,5,M8,52
Job_335,6,M7,85
Job_335,7,M3,98
Job_335,8,M9,22
Job_335,9,M5,43
Job_336,0,M0,76
Job_336,1,M1,69
Job_336,2,M3,76
Job_336,3,M5,51
Job_336,4,M2,85
Job_336,5,M9,11
Job_336,6,M6,40
Job_336,7,M7,89
Job_336,8,M4,26
Job_336,9,M8,74
Job_337,0,M0,43
Job_337,1,M2,90
Job_337,2,M4,75
Job_337,3,M9,11
Job_337,4,M3,69
Job_337,5,M1,28
Job_337,6,M6,46
Job_337,7,M5,46
Job_337,8,M7,72
Job_337,9,M8,30
Job_338,0,M1,85
Job_338,1,M0,13
Job_338,2,M2,61
Job_338,3,M6,7
Job_338,4,M8,64
Job_338,5,M9,76
Job_338,6,M5,47
Job_338,7,M3,52
Job_338,8,M4,90
Job_338,9,M7,45
Job_339,0,M2,31
Job_339,1,M0,86
Job_339,2,M1,46
Job_339,3,M5,74
Job_339,4,M4,32
Job_339,5,M6,88
Job_339,6,M8,19
Job_339,7,M9,48
Job_339,8,M7,36
Job_339,9,M3,79
Job_340,0,M1,46
Job_340,1,M0,37
Job_340,2,M3,61
Job_340,3,M2,13
Job_340,4,M6,32
Job_340,5,M5,21
Job_340,6,M9,32
Job_340,7,M8,89
Job_340,8,M7,30
Job_340,9,M4,55
Job_341,0,M2,84
Job_341,1,M1,2
Job_341,2,M5,52
Job_341,3,M3,95
Job_341,4,M8,48
Job_341,5,M9,72
Job_341,6,M0,47
Job_341,7,M6,65
Job_341,8,M4,6
Job_341,9,M7,25
Job_342,0,M1,81
Job_342,1,M2,95
Job_342,2,M0,71
Job_342,3,M4,99
Job_342,4,M6,9
Job_342,5,M8,52
Job_342,6,M7,85
Job_342,7,M3,98
Job_342,8,M9,22
Job_342,9,M5,43
Job_343,0,M0,43
Job_343,1,M2,90
Job_343,2,M4,75
Job_343,3,M9,11
Job_343,4,M3,69
Job_343,5,M1,28
Job_343,6,M6,46
Job_343,7,M5,46
Job_343,8,M7,72
Job_343,9,M8,30
Job_344,0,M1,91
Job_344,1,M0,85
Job_344,2,M3,39
Job_344,3,M2,74
Job_344,4,M8,90
Job_344,5,M5,10
Job_344,6,M7,12
Job_344,7,M6,89
Job_344,8,M9,45
Job_344,9,M4,33
Job_345,0,M1,85
Job_345,1,M0,13
Job_345,2,M2,61
Job_345,3,M6,7
Job_345,4,M8,64
Job_345,5,M9,76
Job_345,6,M5,47
Job_345,7,M3,52
Job_345,8,M4,90
Job_345,9,M7,45
Job_346,0,M0,76
Job_346,1,M1,69
Job_346,2,M3,76
Job_346,3,M5,51
Job_346,4,M2,85
Job_346,5,M9,11
Job_346,6,M6,40
Job_346,7,M7,89
Job_346,8,M4,26
Job_346,9,M8,74
Job_347,0,M2,31
Job_347,1,M0,86
Job_347,2,M1,46
Job_347,3,M5,74
Job_347,4,M4,32
Job_347,5,M6,88
Job_347,6,M8,19
Job_347,7,M9,48
Job_347,8,M7,36
Job_347,9,M3,79
Job_348,0,M0,29
Job_348,1,M1,78
Job_348,2,M2,9
Job_348,3,M3,36
Job_348,4,M4,49
Job_348,5,M5,11
Job_348,6,M6,62
Job_348,7,M7,56
Job_348,8,M8,44
Job_348,9,M9,21
Job_349,0,M2,14
Job_349,1,M0,6
Job_349,2,M1,22
